2009/04/30,281.0,286.0,279.0,281.0,1966000
2009/05/01,284.0,285.0,280.0,283.0,1192400
2009/05/07,287.0,291.0,284.0,286.0,1293000
2009/05/08,283.0,295.0,281.0,292.0,1949600
2009/05/11,293.0,296.0,289.0,296.0,1394900
2009/05/12,296.0,296.0,287.0,289.0,1420700
2009/05/13,287.0,296.0,283.0,292.0,1373800
2009/05/14,287.0,290.0,282.0,284.0,1511700
2009/05/15,287.0,305.0,282.0,285.0,3894000
2009/05/18,288.0,295.0,288.0,293.0,3608700
2009/05/19,295.0,299.0,287.0,296.0,3127000
2009/05/20,299.0,302.0,293.0,294.0,1862000
2009/05/21,292.0,295.0,289.0,289.0,1316000
2009/05/22,285.0,289.0,269.0,275.0,5111600
2009/05/25,279.0,280.0,274.0,275.0,2586700
2009/05/26,276.0,277.0,267.0,269.0,2858600
2009/05/27,269.0,269.0,260.0,262.0,4299300
2009/05/28,262.0,267.0,261.0,266.0,2396800
2009/05/29,263.0,267.0,262.0,266.0,3274200
2009/06/01,268.0,274.0,267.0,272.0,2175000
2009/06/02,277.0,278.0,270.0,271.0,2171000
2009/06/03,271.0,273.0,270.0,273.0,1292000
2009/06/04,272.0,272.0,268.0,268.0,1295900
2009/06/05,271.0,273.0,268.0,268.0,1415100
2009/06/08,271.0,272.0,266.0,269.0,2475500
2009/06/09,268.0,269.0,264.0,267.0,1555400
2009/06/10,268.0,269.0,265.0,267.0,1984900
2009/06/11,265.0,267.0,264.0,264.0,1658000
2009/06/12,267.0,268.0,262.0,267.0,4275200
2009/06/15,272.0,272.0,269.0,269.0,1842600
2009/06/16,264.0,264.0,259.0,260.0,2257900
2009/06/17,259.0,265.0,259.0,264.0,1459800
2009/06/18,264.0,264.0,260.0,262.0,894100
2009/06/19,263.0,263.0,256.0,259.0,2278600
2009/06/22,259.0,260.0,257.0,260.0,1441900
2009/06/23,256.0,257.0,248.0,251.0,2506100
2009/06/24,249.0,250.0,244.0,246.0,2589700
2009/06/25,246.0,248.0,244.0,248.0,1935300
2009/06/26,250.0,254.0,249.0,253.0,1490100
2009/06/29,255.0,258.0,252.0,254.0,1624900
2009/06/30,255.0,257.0,252.0,253.0,1392800
2009/07/01,253.0,258.0,252.0,254.0,1746700
2009/07/02,255.0,257.0,252.0,253.0,1182700
2009/07/03,250.0,252.0,248.0,250.0,1181600
2009/07/06,250.0,251.0,243.0,244.0,2408100
2009/07/07,248.0,248.0,244.0,244.0,1306400
2009/07/08,243.0,244.0,240.0,242.0,1418200
2009/07/09,241.0,242.0,236.0,237.0,1370600
2009/07/10,237.0,242.0,235.0,242.0,2856600
2009/07/13,239.0,240.0,235.0,235.0,2364900
2009/07/14,238.0,244.0,237.0,243.0,1651500
2009/07/15,242.0,251.0,242.0,250.0,1605800
2009/07/16,252.0,253.0,246.0,249.0,1236800
2009/07/17,248.0,249.0,246.0,248.0,1054600
2009/07/21,251.0,252.0,249.0,250.0,695200
2009/07/22,251.0,252.0,249.0,251.0,829200
2009/07/23,250.0,253.0,250.0,253.0,702400
2009/07/24,254.0,256.0,253.0,256.0,1295000
2009/07/27,258.0,260.0,257.0,258.0,1578800
2009/07/28,258.0,260.0,256.0,259.0,1386400
2009/07/29,257.0,260.0,257.0,260.0,1040500
2009/07/30,257.0,258.0,253.0,254.0,1157200
2009/07/31,254.0,261.0,253.0,260.0,2111100
2009/08/03,260.0,268.0,258.0,268.0,2210900
2009/08/04,269.0,282.0,262.0,280.0,5688300
2009/08/05,279.0,283.0,275.0,282.0,3578600
2009/08/06,279.0,281.0,275.0,278.0,2107100
2009/08/07,279.0,279.0,275.0,276.0,853700
2009/08/10,280.0,283.0,279.0,283.0,1630800
2009/08/11,281.0,285.0,281.0,285.0,1041300
2009/08/12,284.0,285.0,282.0,283.0,1090300
2009/08/13,283.0,286.0,282.0,285.0,932900
2009/08/14,287.0,291.0,286.0,289.0,1971800
2009/08/17,290.0,291.0,282.0,282.0,1103200
2009/08/18,278.0,285.0,278.0,285.0,1054800
2009/08/19,285.0,285.0,280.0,280.0,685300
2009/08/20,281.0,282.0,278.0,281.0,631300
2009/08/21,281.0,282.0,276.0,279.0,955300
2009/08/24,275.0,280.0,274.0,279.0,1290900
2009/08/25,277.0,279.0,276.0,277.0,632100
2009/08/26,278.0,280.0,277.0,280.0,944500
2009/08/27,280.0,280.0,277.0,278.0,823700
2009/08/28,279.0,280.0,278.0,279.0,548300
2009/08/31,281.0,284.0,279.0,279.0,977200
2009/09/01,279.0,282.0,278.0,280.0,662200
2009/09/02,278.0,279.0,277.0,278.0,1128600
2009/09/03,277.0,279.0,276.0,276.0,639800
2009/09/04,276.0,278.0,274.0,275.0,690400
2009/09/07,277.0,278.0,273.0,275.0,587600
2009/09/08,274.0,277.0,273.0,277.0,455400
2009/09/09,277.0,278.0,273.0,273.0,576300
2009/09/10,274.0,276.0,273.0,276.0,636500
2009/09/11,277.0,277.0,274.0,276.0,3458700
2009/09/14,276.0,276.0,271.0,272.0,746200
2009/09/15,272.0,272.0,267.0,267.0,988600
